job_skill,frequency
with the ability to manage large data sets and develop dashboards.,1
Familiarity with email marketing systems,1
such as ClickDimensions.,1
Excellent communication skills to engage and advise stakeholders at all levels.,1
Proven ability to plan,1
Solid understanding of data modeling and data warehouse concepts,1
and optimize digital marketing campaigns.,1
ensuring deadlines and quality expectations are met.,1
masz uprawnienia radcy prawnego lub adwokata,1
posiadasz min. 3-letnie doświadczenie w obsłudze prawnej transakcji finansowania na rynkach międzynarodowych,1
w szczególności w zakresie umów kredytowych i LMA,1
masz praktyczną znajomość regulacji prawnych dotyczących finansowania (np. prawo bankowe,1
cywilne,1
zabezpieczenia wierzytelności),1
znasz język angielski na poziomie pozwalającym na swobodną pracę z dokumentacją prawną (w tym w standardzie LMA),1
odnajdujesz się dobrze w pracy zespołowej w dynamicznym,1
międzynarodowym środowisku,1
cechują Cię: terminowość,1
zaangażowanie i odpowiedzialność.,1
Minimum roczne doświadczenie w konfiguracji,1
administrowaniu i utrzymaniu Microsoft Project & Portfolio Management.,1
Bardzo dobra znajomość Microsoft Project Server 2019.,1
Doświadczenie w pracy z Microsoft SharePoint.,1
Znajomość SQL umożliwiająca samodzielną pracę z danymi.,1
Wykształcenie informatyczne lub techniczne.,1
Znajomość T-SQL.,1
Doświadczenie w pracy w I i II linii wsparcia.,1
Znajomość narzędzi helpdeskowych (np. ServiceDesk Plus lub pokrewnych).,1
Doświadczenie w pracy na stanowiskach analitycznych lub technicznego wsparcia użytkowników (np. helpdesk).,1
Microsoft Project Server,1
Fluent English communication skills – both spoken and written,1
dyspozycyjność od poniedziałku do niedzieli do pracy dwuzmianowej po 12h,1
komunikatywny język polski,1
umiejętność radzenia sobie w stresowych sytuacjach oraz pracowania pod presją czasu,1
mile widziane doświadczenie w pracy na podobnym stanowisku lub doświadczenie w pracy w branży logistycznej lub e-commerce,1
Ability to work independently in a regulated,1
Doświadczenie w pracy na podobnym stanowisku jako dodatkowy atut.,1
Umiejętność obsługi systemów LIMS,1
TrackWise .,1
Umiejętność obsługi komputera i pakietu MS Office.,1
Wykształcenie min. średnie oraz min. 1 rok doświadczenia w branży ochrony oraz rekrutacji pracowników ochrony fizycznej (warunek konieczny),1
Czynne prawo jazdy kat. B i gotowości do pracy w terenie (na terenie całej Polski),1
Podstawowa wiedza kadrowa – będziesz pomagała/ł Kandydat wypełniać dokumenty niezbędne do ich zatrudnienia,1
Jesteś elastyczny/a,1
komunikatywna/y i dobrze organizujesz swoją pracę,1
Jesteś nastawiona/y na wynik oraz rezultat,1
Wysoka kultura osobista – będziesz wizytówką Spółki w każdej formie kontaktu z Kandydatem,1
Umiejętność komunikacji na różnych szczeblach organizacyjnych,1
Doświadczenie w planowaniu i organizacji pracy własnej,1
Nastawienie na klienta wewnętrznego i zewnętrznego oraz wysokie standardy etyki pracy.,1
data-driven environment,1
Mie widziana znajomość programu AutoCad,1
Proven experience (3 to 5 years) as business analyst or subject matter expert in global transformation projects at strategic level with a clear solution and delivery mindset,1
Proven experience in agile delivery environment,1
feeling comfortable in complex global project setups and being able to work under pressure in a multi-vendor and multi-cultural team,1
Sound experience in capturing complex business requirements,1
translating them into abstract concepts,1
then concise functional IT requirements and ultimately targeted input materials for testing and user training,1
Very strong problem-solving,1
organizational and analytical skills,1
Very strong ownership & proactivity,1
Very strong communication and co-creation skills,1
Sound knowledge of the insurance industry,1
ideally international commercial insurance,1
A bachelor’s or master’s degree or comparable qualification preferably in IT,1
business information or equivalent,1
Balanced mix of business acumen and technology savviness,1
Advanced English language skills,1
BA certificate (e.g. IREP/CPRE,1
Experience with Snowflake is a plus,1
BABOK etc.) is an advantage,1
IREP/CPRE,1
preferowane kierunki studiów: farmaceutyczne,1
Minimum 3–4 lata komercyjnego doświadczenia jako Java Developer,1
biotechnologiczne lub kierunki pokrewne,1
minimum 2 letnie doświadczenie na podobnym stanowisku,1
znajomość zasad dobrej praktyki wytwarzania,1
elastyczność i otwartość na nowe zadania,1
doświadczenie w prowadzeniu audytów,1
Znajomość systemów CAD,1
NX Siemens,1
Dobra znajomość rysunku technicznego i dokumentacji technicznej,1
Znajomość zagadnień związanych z produkcją elementów elektrotechnicznych i wiązek,1
Znajomość narzędzi FMEA,1
Wykształcenie wyższe o profilu chemicznym,1
inżyniera chemiczna,1
ochrona środowiska.,1
Praktyczne doświadczenie w pracy z rozwiązaniami w różnych domenach biznesowych (np. finanse,1
MS Word).,1
Język angielski - poziom komunikatywny.,1
Praca zmianowa w tym zmiana nocna.,1
Gotowość do pracy w grupie.,1
Dyspozycyjność i umiejętność pracy pod presją czasu.,1
Znajomość wymagań Dobrej Praktyki wytwarzania (GMP) oraz doświadczenie w pracy z promieniowaniem jonizującym.,1
Doświadczenie w technikach chromatograficznych.,1
wykształcenie wyższe kierunkowe (zarządzanie,1
doświadczenie na podobnym stanowisku w branży przemysłowej min. 1 rok,1
wysoka odpowiedzialność,1
znajomość narzędzi jakościowych  CP,1
2 lata doświadczenia zawodowego w obszarze przetwarzania i analiz danych,1
Bardzo dobra praktyczna znajomość języka SQL lub 4GL,1
Wykształcenie wyższe o profilu: ekonomia,1
metody ilościowe itp.,1
Znajomość języka Python oraz programu SAS Enterprise Guide,1
Umiejętność szacowania pracochłonności zadań (MD/H) – od analizy wymagań,1
controllingu lub aktuariatu cenowego,1
dobra znajomość platformy SAS i  doświadczenie min 2 lata,1
zdolność analitycznego myślenia i samodzielnego rozwiązywania problemów,1
praktyczna znajomość języków 4GL,1
SQL i PL/SQL,1
praktyczna znajomość systemów operacyjnych z rodziny Linux,1
podstawowa znajomość systemu kontroli wersji GIT,1
znajomość języka angielskiego na poziomie umożliwiającym czytanie dokumentacji technicznej,1
znajomość rozwiązań firmy SAS: SFM,1
SVI,1
ID,1
VA,1
przez implementację,1
wiedza z zakresu modelowania danych,1
znajomość narzędzi: Kafka,1
doświadczenie w pracy z RedMine/Jira lub innym systemem ticketowym,1
wykształcenie wyższe (informatyczne lub pokrewne),1
certyfikaty potwierdzające wiedzę z zakresu narzędzi SAS,1
SAS Viya,1
SAS 9.x,1
4GL,1
Wykształcenie kierunkowe (informatyczne lub analityczne),1
Znajomość narzędzi analitycznych (np. Power BI,1
Umiejętność pracy analitycznej z dużą ilością danych oraz tworzenia raportów,1
Umiejętności komunikacji i prezentacji do różnych zespołów,1
Zainteresowanie branżą fitness będzie dodatkowym atutem,1
Umiejętności współpracy z wieloma klientami wewnętrznymi oraz wyznaczania priorytetów,1
Znajomość programu kadrowo-płacowego TETA,1
znajomość analizy finansowej oraz umiejętność oceny sytuacji ekonomiczno – finansowej przedsiębiorstw i ryzyka kredytowego,1
znajomość dokumentów finansowych pełnej i uproszczonej księgowości,1
znajomość aspektów prawnych dotyczących zabezpieczeń transakcji kredytowych,1
znajomość procesu kredytowego oraz produktów kredytowych,1
umiejętność formułowania wniosków,1
doświadczenie w analizie kredytowej zdobyte w instytucji finansowej,1
Posiadasz co najmniej 3-letnie doświadczenie w pracy na stanowisku Product Managera,1
preferowane doświadczenie w branży wyposażania sklepów lub meblowej.,1
Posiadasz praktyczną wiedzę z zakresu zarządzania i wdrażania strategii rozwoju produktu.,1
Masz wykształcenie wyższe związane z zarządzaniem produktem,1
inżynierią,1
designem lub pokrewne.,1
Wiesz jak ustalać priorytety w złożonych projektach i podejmować decyzje w oparciu o najważniejsze cele biznesowe.,1
Sprawnie posługujesz się językiem angielskim,1
aby swobodnie prowadzić rozmowy z klientami zagranicznymi.,1
Bardzo dobrze posługujesz się narzędziami MS Office (Excel,1
Posiadasz umiejętności analityczne.,1
Posiadasz zdolność do pracy w dynamicznym środowisku i kreatywnego podejścia do rozwiązywania problemów.,1
wykazujesz samodzielność w działaniu i proaktywną postawę.,1
Bierzesz odpowiedzialność za powierzone zadania i terminy.,1
Umiesz pracować w zespole i łatwo komunikujesz się z innymi.,1
Doświadczenie w pracy z sieciami handlu detalicznego lub w zakresie planowania i wyposażania przestrzeni sklepowych.,1
Wiedza z zakresu merchandisingu oraz zachowań nabywców.,1
Doświadczenie w zarządzaniu produktami cyfrowymi,1
usługami lub platformami.,1
Doskonałe zdolności analityczne i strategiczne myślenie biznesowe.,1
Doświadczenie w zarządzaniu budżetem i odpowiedzialność za wyniki finansowe produktu.,1
Umiejętność pracy pod presją czasu i zarządzania stresem.,1
Wysoka odpowiedzialność za powierzone zadania i decyzyjność.,1
Doświadczenie we współpracy z zespołami IT,1
prawnymi oraz marketingowymi.,1
Znajomość narzędzi analitycznych i raportowych.,1
Umiejętność pracy w metodykach Agile/Scrum.,1
Umiejętność zarządzania priorytetami i podejmowania decyzji w dynamicznym środowisku.,1
Zdolność do szybkiego adaptowania się do zmieniających się warunków i priorytetów.,1
Wysoko rozwinięte umiejętności komunikacyjne i negocjacyjne.,1
Umiejętność budowania i utrzymywania relacji z partnerami biznesowymi.,1
Doświadczenie w branży (np. gaming,1
fintech).,1
Doświadczenie w pracy z narzędziami do zarządzania produktami (np. JIRA,1
Zdolność do analizy danych i wyciągania wniosków na podstawie raportów.,1
Doświadczenie w zarządzaniu ryzykiem i rozwiązywaniu konfliktów.,1
At least 2 years of experience as a Solution Architect,1
Experience in both front-end and back-end software development,1
with a solid understanding of complex,1
microservice-based architectures in legacy environments,1
Familiarity with Java and Spring (or comparable frameworks) as well as JavaScript with Angular or React,1
Experience working with both SQL and NoSQL databases,1
Hands-on experience with cloud platforms such as Microsoft Azure,1
as well as containerization technologies like Kubernetes and Docker,1
Experience working with message brokers (e.g.,1
Proven ability to create architectural artifacts (e.g.,1
diagrams,1
documentation),1
Experience collaborating within cross-functional,1
agile teams,1
Strong understanding of the needs of various stakeholders,1
with the ability to propose and effectively communicate technical solutions to business audiences,1
A proactive attitude and willingness to step outside of your comfort zone when needed,1
A self-starter with a proactive,1
self-driven mindset and the ability to take initiative without waiting for direction,1
Highly collaborative,1
eager to share knowledge,1
exchange ideas,1
and actively engage with others,1
Open to innovation,1
with a passion for experimenting,1
exploring new approaches,1
and continuously learning from feedback to develop effective,1
business-oriented solutions,1
A travel enthusiast,1
motivated to contribute to creating seamless and outstanding travel experiences for the Lufthansa Group’s customers,1
Willingness to work from the office in Gdańsk twice a week.,1
Experience with mobile solution architecture,1
Understanding of the specific constraints and capabilities of mobile environments (iOS/Android),1
Background in building scalable and user-centric mobile applications.,1
Wykształcenie wyższe o specjalizacji w zakresie rachunkowości i finansów oraz / lub studia podyplomowe i kursy zawodowe w obszarze księgowości i podatków,1
ok. 5 lat doświadczenia zawodowego w obszarze księgowości i podatków,1
Bardzo dobra praktyczna znajomość podatków,1
w szczególności VAT-UE i CIT,1
Znajomość różnorodnych zagadnień z zakresu podatków (np. WNT,1
WDT),1
Dobra znajomość języka angielskiego i/lub niemieckiego,1
Swobodne posługiwanie się pakietem MS Office,1
aż po etap testów i odbiorów biznesowych,1
odpowiedzialność i dokładność w pracy,1
Masz minimum 3 lata doświadczenia w rozwijaniu biznesu,1
sprzedaży B2B lub tworzeniu oferty produktowej – najlepiej w branży IT,1
mediów lub marketingu.,1
Umiesz sprzedawać – aktywnie docierasz do potencjalnych klientów,1
skutecznie prezentujesz wartość produktu i zamykasz proces sprzedaży.,1
Potrafisz samodzielnie prowadzić rozmowy z partnerami,1
negocjować warunki i dowozić efekty.,1
Umiesz spojrzeć na rynek strategicznie – analizujesz dane,1
szukasz potencjału i przekuwasz to na konkretne działania.,1
Dobrze czujesz się w środowisku o szybkim tempie i dużej samodzielności.,1
Swobodnie posługujesz się językiem angielskim w kontaktach biznesowych.,1
Posiadasz minimum 5 lat doświadczenia w pracy na podobnym stanowisku w agencji reklamowej lub  marketingowej,1
Potrafisz skutecznie zarządzać ludźmi i zespołami w środowisku wielozadaniowym,1
Masz doświadczenie w pracy z klientami z różnych branż,1
w tym w obsłudze dużych i złożonych projektów,1
Znasz narzędzia do zarządzania projektami (np. Clickup,1
Znasz metodyki zarządzania projektami i potrafi je dostosować do potrzeb projektu,1
Rozumiesz procesy kreatywne i produkcyjne w reklamie (od briefu do finalnej realizacji),1
Swobodnie komunikujesz się na poziomie zarówno zespołowym,1
